,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
0,The Curious Concepts Project,634.0,the-curious-concepts-project,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1367651037,1.0,634.0,domestic,,,,,US,Lockport,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
1,"E.T. The Extra-Terrestrial Atari ""30th Anniversary"" Poster",1016.0,et-the-extra-terrestrial-30th-anniversary-poster,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TN,1367283633,1.0,1016.0,domestic,,,,,US,Nashville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2,Iconic New Orleans Fine Art Prints,945.0,iconic-new-orleans-fine-art-prints,https://www.kickstarter.com/discover/categories/art/illustration,True,False,LA,1368040821,1.0,945.0,domestic,,,,,US,New Orleans,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
3,Face of a DREAM...,5949.0,face-of-a-dream-0,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MO,1368881143,1.0,5949.0,domestic,,,,,US,Kansas City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
4,GO ZOMBIE! Zombie Portrait Print Project.,3662.0,go-zombie-zombie-portrait-print-project,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1369699038,1.54685501,5664.58304662,domestic,,,,,GB,North Yorkshire,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
5,Denver ComicCon Print by Sobol and Kordos,561.0,denver-comiccon-print-by-sobol-and-kordos,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1368208080,1.0,561.0,domestic,,,,,US,Jacksonville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
6,Pet Portraits! Immortalize your Best Friend in my book,3526.0,immortalize-your-best-friend-in-a-great-1-of-a-kin,https://www.kickstarter.com/discover/categories/art/illustration,True,False,GA,1370115217,1.0,3526.0,domestic,,,,,US,Marietta,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
7,Lucid dream: Fantasy portrait art.,370.0,lucid-dream-fantasy-portrait-art,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1370120473,1.55326776,574.7090712,domestic,,,,,GB,Hereford,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
8,EclecDeck Transformation Playing Cards,5205.0,eclecdeck-transformation-playing-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CO,1370612330,1.0,5205.0,domestic,,,,,US,Denver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
9,The Sportsmen of Oz Limited Edition Trading Card Set,1396.0,the-sportsmen-of-oz-limited-edition-trading-card-s,https://www.kickstarter.com/discover/categories/art/illustration,True,False,AZ,1370735138,1.0,1396.0,domestic,,,,,US,Scottsdale,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
10,"""A Fiend In Need"" Art Print - 80s Metal x Dogs Playing Poker",2179.0,a-fiend-in-need-art-print-80s-metal-x-dogs-playing,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1364774435,1.0,2179.0,domestic,,,,,US,Lake Worth,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
11,Pet Portraits,13817.0,pet-portraits,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1365192413,1.0,13817.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
12,365 2 40 Illustration Project & Gallery Show,4025.0,365-2-40-illustration-project-and-gallery-show,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1365285280,1.0,4025.0,domestic,,,,,US,Tampa,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
13,custom film and comic movie posters,1956.5,custom-film-and-comic-movie-poster,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1365721573,1.0,1956.5,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
14,Graphite Pet Portraits by Nicole Oquendo,660.0,graphite-pet-portraits-by-nicole-oquendo,https://www.kickstarter.com/discover/categories/art/illustration,True,False,SC,1365787646,1.0,660.0,domestic,,,,,US,Charleston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
15,The Wooden Tarot- a Major Arcana Project,14405.0,the-wooden-tarot-a-major-arcana-project,https://www.kickstarter.com/discover/categories/art/illustration,True,True,AL,1366001940,1.0,14405.0,domestic,,,,,US,Tuscaloosa,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
16,Robot Portraits!,3025.0,robot-portraits,https://www.kickstarter.com/discover/categories/art/illustration,True,True,NH,1366231925,1.0,3025.0,domestic,,,,,US,Manchester,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
17,The Pet Print Project,2746.0,the-pet-print-project,https://www.kickstarter.com/discover/categories/art/illustration,True,True,England,1366230880,1.51148959,4150.55041414,domestic,,,,,GB,Brighton and Hove City,LocalAdmin,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
18,DayJob Illustration Book,1949.0,dayjob-illustration-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1366244299,1.51148959,2945.89321091,domestic,,,,,GB,Lambeth,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
19,The Book of Beasts: A Monster and Demon-themed artbook,1461.0,the-book-of-beasts-a-monster-and-demon-themed-artb,https://www.kickstarter.com/discover/categories/art/illustration,True,True,Seoul,1366332471,1.0,1461.0,domestic,,,,,KR,Seoul,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
20,Bayoucon Limited Edition Print by Kevin P. Johnson,212.0,bayoucon-limited-edition-print-by-kevin-p-johnson,https://www.kickstarter.com/discover/categories/art/illustration,True,False,LA,1366992471,1.0,212.0,domestic,,,,,US,Metairie,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
21,"Flowers, [Ninja Funding]",3081.0,flowers-ninja-funding,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1365270331,1.0,3081.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
22,Nine from Nine,1440.0,nine-from-nine,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1363277404,1.57999349,2275.1906255999997,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
23,Kickstart the Apocalypse,1385.0,kickstart-the-apocalypse,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MD,1363489959,1.0,1385.0,domestic,,,,,US,Baltimore,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
24,Northeast US Rail Map,1108.93,northeast-us-rail-map,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1362729280,1.0,1108.93,domestic,,,,,US,Berkeley,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
25,(Super awesome) Art Installation.,715.0,super-awesome-art-instillation,https://www.kickstarter.com/discover/categories/art/illustration,True,True,England,1363024736,1.54878598,1107.3819757,domestic,,,,,GB,Leeds,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
26,Sir Boast-A-Lot: A Fanbook,32096.76,sir-boast-a-lot-a-fanbook,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1363903801,1.0,32096.76,domestic,,,,,US,Burbank,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
27,Tuckerman Ravine Drawn by James Niehues,6795.0,tuckerman-ravine-drawn-by-james-niehues,https://www.kickstarter.com/discover/categories/art/illustration,True,False,SC,1366549172,1.0,6795.0,domestic,,,,,US,Chandlers,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
28,Super Sesame Street Fighter Parody Poster,1892.13,super-sesame-street-fighter-parody-poster,https://www.kickstarter.com/discover/categories/art/illustration,True,True,UT,1363997354,1.0,1892.13,domestic,,,,,US,Syracuse,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
29,Wonderbeasts : An interactive inky artwork,8019.0,wonderbeasts-an-interactive-inky-artwork,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Scotland,1362959940,1.54415353,12382.56715707,domestic,,,,,GB,Aberdeen,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
30,Facts and Feathers: A Bird Coloring Book,1863.0,facts-and-feathers-a-bird-coloring-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,IN,1364767231,1.0,1863.0,domestic,,,,,US,Valparaiso,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
31,Jim Ferguson's 2012 Movie Scene Art Book,2800.0,jim-fergusons-2012-movie-scene-art-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1363459807,1.0,2800.0,domestic,,,,,US,Houston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
32,Whiz Kid Author's Book Ready for Illustrations,2475.0,whiz-kid-authors-book-ready-for-illustrations,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WA,1366449180,1.0,2475.0,domestic,,,,,US,Battle Ground,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
33,The Time Rose,1639.0,the-time-rose,https://www.kickstarter.com/discover/categories/art/illustration,True,False,IL,1365011657,1.0,1639.0,domestic,,,,,US,Chicago,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
34,"Mitch Byrd: Women, Dinosaurs Sketchbook vol. 1",3434.0,mitch-byrd-women-dinosaurs-sketchbook-vol-1,https://www.kickstarter.com/discover/categories/art/illustration,True,False,KY,1360887047,1.0,3434.0,domestic,,,,,US,Florence,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
35,Píccolo Print Project,2831.75,piccolo-print-project,https://www.kickstarter.com/discover/categories/art/illustration,True,True,MD,1361023521,1.0,2831.75,domestic,,,,,US,Baltimore,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
36,SHAKESPEARE ARTWORK EXHIBITION,350.0,shakespeare-artwork-exhibition,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1359624300,1.6027850000000001,560.97475,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
37,Let me make a Valentine's Day card for your loved one.,310.0,hand-made-valentines-day-card-for-your-special-som,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OK,1360429233,1.0,310.0,domestic,,,,,US,Oklahoma City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
38,Wild Money: Where Creativity and Money Meet,19709.0,wild-money-where-creativity-and-money-meet,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OR,1362247334,1.0,19709.0,domestic,,,,,US,Portland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
39,Nonstop Action: Art Book Project!,2000.0,nonstop-action-art-book-project,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MA,1362285077,1.0,2000.0,domestic,,,,,US,Worcester,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
40,Jamsauce! Two artists! One book !,10337.62,jamsauce-two-artists-one-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1362106834,1.0,10337.62,domestic,,,,,US,Jacksonville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
41,Illustrated Circus themed Book by Coffee Club Collective,3524.5,coffee-club-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1362268741,1.58458264,5584.86151468,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
42,Stacie Swift Illustration : Trade Show Success 2013!,1006.0,stacie-swift-illustration-trade-show-success-2013,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1362571234,1.57120052,1580.62772312,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
43,Football Mishmash - The History of Soccer in one image,2436.0,football-mishmash,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1362685402,1.56978725,3824.0017409999996,domestic,,,,,GB,Hazlemere,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
44,Wrylon Robotical Field Guides,8470.51,wrylon-robotical-field-guides,https://www.kickstarter.com/discover/categories/art/illustration,True,True,CA,1363201051,1.0,8470.51,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
45,"Notable Sketches, Acoustic Drawings, Bluegrass Markers",310.0,notable-sketches-acoustic-drawings-bluegrass-marke,https://www.kickstarter.com/discover/categories/art/illustration,True,False,AZ,1362342311,1.0,310.0,domestic,,,,,US,Lake Havasu City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
46,"Crazy Detailed Abstract Pencil Art - ""Amazing Realization""",1072.0,super-detailed-abstract-pencil-art-amazing-realiza,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CO,1357023543,1.0,1072.0,domestic,,,,,US,Denver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
47,ENTRIPPY: AN INTERACTIVE ILLUSTRATION ROADSHOW,4066.0,entrippy-an-interactive-illustration-roadshow,https://www.kickstarter.com/discover/categories/art/illustration,True,True,NY,1357398546,1.0,4066.0,domestic,,,,,US,Brooklyn,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
48,Home Away From Home,1000.0,home-away-from-home,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1357847744,1.0,1000.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
49,Jennifer Lewis Illustration Limited Edition Frog Robot Print,1653.22,jennifer-lewis-illustration-limited-edition-frog-r,https://www.kickstarter.com/discover/categories/art/illustration,True,True,MA,1358614830,1.0,1653.22,domestic,,,,,US,Boston,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
50,"Hail to the King, Baby! Elvis/Ash Limited Edition Art Print",1398.0,hail-to-the-king-baby-elvis-ash-limited-edition-ar,https://www.kickstarter.com/discover/categories/art/illustration,True,True,FL,1357174831,1.0,1398.0,domestic,,,,,US,Lake Worth,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
51,Heartstorm,3496.01,heartstorm,https://www.kickstarter.com/discover/categories/art/illustration,True,True,OR,1359187234,1.0,3496.01,domestic,,,,,US,Portland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
52,"Cover Art for Book 1 of ""Legends of an Honorable Mage""",3850.41,cover-art-for-book-1-of-legends-of-an-honorable-ma,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1358390194,1.0,3850.41,domestic,,,,,US,San Luis Obispo,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
53,Slaps and Superheroes,1621.0,slaps-and-superheroes,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1359422010,1.0,1621.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
54,The Inimical Races of Tekumel,2291.0,the-inimical-races-of-tekumel,https://www.kickstarter.com/discover/categories/art/illustration,True,True,TX,1359352741,1.0,2291.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
55,Arabic Alphabet Fun Flashcards,3532.0,arabic-alphabet-fun-flashcards,https://www.kickstarter.com/discover/categories/art/illustration,True,True,WA,1362961341,1.0,3532.0,domestic,,,,,US,Redmond,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
56,%*&^! - Illustrative History in Profanity - KICKSTARTED!,11202.13,and-illustrative-history-in-profanity-kickstart-th,https://www.kickstarter.com/discover/categories/art/illustration,True,False,ON,1360364340,1.0,11202.13,domestic,,,,,CA,Toronto,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
57,The Call of Cthulhu 4-Color Screen-Print!,1315.0,the-call-of-cthulhu-4-color-screen-print,https://www.kickstarter.com/discover/categories/art/illustration,True,True,CA,1359934359,1.0,1315.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
58,A Calendar of Sexy Monsters,2645.0,a-calendar-of-sexy-monsters,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1351766873,1.0,2645.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
59,"""The (Slightly) Imperfekt Card Company"" a.k.a: ""SIC cards""!",5255.0,sic-cards-from-the-slightly-imperfekt-card-company,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CO,1352137161,1.0,5255.0,domestic,,,,,US,Edwards,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
60,Whimsical Charcoal Drawings Going in a Gallery Show,4100.0,whimsical-charcoal-drawings-need-framing-and-scann,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NH,1351893142,1.0,4100.0,domestic,,,,,US,Newport,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
61,You're Not Too Old,2092.0,youre-not-too-old,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MA,1352913974,1.0,2092.0,domestic,,,,,US,Brookline,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
62,New Beginnings. A personal journey of artistic growth.,11229.0,new-beginnings-a-personal-journey-of-artistic-grow,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1352257229,1.0,11229.0,domestic,,,,,US,Jacksonville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
63,OUTSIDE,1140.0,outside-0,https://www.kickstarter.com/discover/categories/art/illustration,True,True,IN,1353983560,1.0,1140.0,domestic,,,,,US,Fort Wayne,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
64,People of Greater Olympia History Cards,1585.11,people-of-greater-olympia-history-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,True,WA,1353052742,1.0,1585.11,domestic,,,,,US,Olympia,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
65,A Smartphone App that promotes good will on a daily basis.,5405.42,buddha-doodles-app-for-the-iphone-and-android,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1353691172,1.0,5405.42,domestic,,,,,US,Santa Barbara,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
66,The 2013 John Picacio Calendar,28217.41,the-2013-john-picacio-calendar,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1354122031,1.0,28217.41,domestic,,,,,US,San Antonio,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
67,CHIYOKO'S 2013 Calendar,625.0,chiyokos-2013-calendar,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1354489231,1.0,625.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
68,Revisiting my Legions of the Petal Throne Art,5243.0,revisiting-my-legions-of-the-petal-throne-art,https://www.kickstarter.com/discover/categories/art/illustration,True,True,TX,1354514340,1.0,5243.0,domestic,,,,,US,Austin,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
69,Crap Drawings,144.05,crap-drawings,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Wales,1355680553,1.5846178,228.26419409,domestic,,,,,GB,Cardiff,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
70,The Tarot Of Saqqara,13198.0,the-tarot-of-saqqara,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MA,1348615372,1.0,13198.0,domestic,,,,,US,Shelburne Falls,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
71,"""What's Your Number?"" Pin Ups - Fine Art Prints",3154.0,whats-your-number-pin-ups-fine-art-prints,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NV,1348728553,1.0,3154.0,domestic,,,,,US,Las Vegas,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
72,Hearts and All,1363.0,hearts-and-all,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1349049628,1.0,1363.0,domestic,,,,,US,San Francisco,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
73,Edgar's Face Book,30.0,edgars-face-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1349366853,1.0,30.0,domestic,,,,,US,El Paso,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
74,"Steampunk Art Postcards,Greeting Cards and Jewelry!",1140.0,steampunk-postcards-and-greeting-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NE,1347987120,1.0,1140.0,domestic,,,,,US,Lincoln,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
75,The Life of Christ Cards,365.0,the-life-of-christ-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OH,1349399201,1.0,365.0,domestic,,,,,US,Canton,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
76,funnygrams: make people laugh,560.0,funnygrams-make-people-laugh,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CO,1349554143,1.0,560.0,domestic,,,,,US,Denver,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
