,name,pledged,slug,source_url,spotlight,staff_pick,state,state_changed_at,static_usd_rate,usd_pledged,usd_type,friends,is_backing,is_starred,permissions,country,town,location_type,project_url,reward_url
2427,"CHAKRAS Root to Crown: Oracle Deck, Workbook & eBook",5391.0,chakras-root-to-crown-oracle-deck-workbook-and-ebo,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OH,1438485566,1.0,5391.0,domestic,,,,,US,Aurora,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2428,Mojuicy MAC: A Mail Art Club,2457.0,mojuicy-mac-a-mail-art-club,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1437494155,1.0,2457.0,domestic,,,,,US,New York,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2429,I'll draw whatever you want!!!,284.0,ill-draw-whatever-you-want,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Galicia,1437290614,1.13571318,322.54254312,domestic,,,,,ES,Vigo,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2430,Restoration of Marozzo's Side Sword Illustrations,10386.0,restoration-of-marozzos-side-sword-illustrations,https://www.kickstarter.com/discover/categories/art/illustration,True,True,WI,1437174012,1.0,10386.0,domestic,,,,,US,Madison,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2431,Prints for Mongolia,707.0,prints-for-mongolia,https://www.kickstarter.com/discover/categories/art/illustration,True,False,KY,1437248998,1.0,707.0,domestic,,,,,US,Lexington,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2432,Let Me Draw Your Role Playing Character,470.0,let-me-draw-your-role-playing-character,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MI,1437785543,1.0,470.0,domestic,,,,,US,Grayling,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2433,Beyond the Breach: A Pacific Rim Fan Book,11337.87,beyond-the-breach-a-pacific-rim-fan-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WA,1437949300,1.0,11337.87,domestic,,,,,US,Seattle,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2434,Day of the Dead Unmasked Vader Vinyl Stickers,1077.0,day-of-the-dead-unmasked-vader-vinyl-stickers,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1436572705,1.0,1077.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2435,One:Two:Twelve,1503.0,one-two-twelve,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1438725615,1.57479571,2366.91795213,domestic,,,,,GB,Cambridge,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2436,Sam and Aaron - A Puppy Love Story by Gary Hansen,2595.0,sam-and-aaron-a-puppy-love-story-by-gary-hansen,https://www.kickstarter.com/discover/categories/art/illustration,True,False,UT,1436199190,1.0,2595.0,domestic,,,,,US,Salt Lake City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2437,"Superhero For Hire, H.Q./ Midwest Artist Initiative",7100.0,superhero-for-hire-hq-midwest-artist-initiative,https://www.kickstarter.com/discover/categories/art/illustration,True,False,IL,1436312913,1.0,7100.0,domestic,,,,,US,Highwood,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2438,"JACK 2015, Get an unique original ink drawing for $3!",4575.0,jack-2015-get-an-unique-original-ink-drawing-for-3,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1436493944,1.0,4575.0,domestic,,,,,US,Sacramento,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2439,Raw Paper: a book of pencil drawings,2564.0,raw-paper,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OH,1435809666,1.0,2564.0,domestic,,,,,US,Columbus,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2440,A Pair of Food Lovers Cards,157.0,a-pair-of-food-lovers-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NJ,1435706764,1.0,157.0,domestic,,,,,US,Fort Lee,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2441,Goth Girl Art Prints,310.0,goth-girl-art-prints,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MI,1435469266,1.0,310.0,domestic,,,,,US,Detroit,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2442,Into the Wild: A Colouring Book About Nature,2498.0,into-the-wild-a-colouring-book-about-nature,https://www.kickstarter.com/discover/categories/art/illustration,True,True,England,1436869666,1.55617561,3887.32667378,domestic,,,,,GB,Bristol,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2443,Edgar Allen Poe Sugar Skull Sticker,529.0,edgar-allen-poe-sugar-skull-sticker,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OK,1435537919,1.0,529.0,domestic,,,,,US,Tahlequah,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2444,Monster Mayhem Anthology,3909.0,monster-mayhem-anthology,https://www.kickstarter.com/discover/categories/art/illustration,True,False,GA,1437379954,1.0,3909.0,domestic,,,,,US,Savannah,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2445,Color Me Sad: A Coloring Book of Melancholy Artists,688.0,color-me-sad-a-coloring-book-of-melancholy-artists,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WI,1436991320,1.0,688.0,domestic,,,,,US,Milwaukee,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2446,LOVE is : Puuung’s illustration of love,126644.0,love-is-puuungs-illustration-of-love,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Seoul,1437001236,1.0,126644.0,domestic,,,,,KR,Seoul,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2447,A Drawing Just For You !,574.0,a-drawing-just-for-you,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Ile-de-France,1437074010,1.12074579,643.30808346,domestic,,,,,FR,Paris,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2448,Collecting the art of G.I.Joe: Volume 1 (1982-1983),22556.0,collecting-the-art-of-gijoe-volume-1-1982-1983,https://www.kickstarter.com/discover/categories/art/illustration,True,True,NC,1433820711,1.0,22556.0,domestic,,,,,US,Raleigh,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2449,Give life to my creatures and adopt them !,1538.0,give-live-to-my-creatures-and-adopt-them,https://www.kickstarter.com/discover/categories/art/illustration,True,True,Midi-Pyrenees,1437889557,1.09502039,1684.14135982,domestic,,,,,FR,Toulouse,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2450,"Coloring book for adults, large spiral bound!",5749.0,coloring-book-for-adults-large-spiral-bound,https://www.kickstarter.com/discover/categories/art/illustration,True,False,None,1435371358,0.73107324,4202.94005676,domestic,,,,,NZ,Stratford,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2451,Zōsan (象さん) Little Elephant a letterpress/audiobook + more!,8021.0,zosan,https://www.kickstarter.com/discover/categories/art/illustration,True,True,MI,1435461668,1.0,8021.0,domestic,,,,,US,Ann Arbor,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2452,Tourist! Year 1 - by T. Kyle Gentry,5004.0,tourist-year-1-by-t-kyle-gentry,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1435620691,1.0,5004.0,domestic,,,,,US,Orlando,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2453,Whimsical Journals - Hand Illustrated & Lettered - Fun Gifts,661.0,whimsical-journals-hand-illustrated-and-lettered-f,https://www.kickstarter.com/discover/categories/art/illustration,True,False,AZ,1435726992,1.0,661.0,domestic,,,,,US,Scottsdale,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2454,Stardust limited edition print launch,1348.0,stardust-limited-edition-print-launch,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1435485613,1.52909875,2061.2251149999997,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2455,Duality Deck - artist oracle cards and book,4962.0,duality-deck-artist-oracle-cards-and-book,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Offaly,1435784557,1.0968003,5442.323088600001,domestic,,,,,IE,Birr,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2456,Rainbow Fantasy Fairy Art Postcard Pixiepocalypse!,5798.0,rainbow-fantasy-fairy-art-postcard-pixiepocalypse,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WI,1435795239,1.0,5798.0,domestic,,,,,US,Madison,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2457,Day of the Dead Thor Calavera Vinyl Stickers,817.0,day-of-the-dead-thor-calavera-vinyl-stickers,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1434418124,1.0,817.0,domestic,,,,,US,Los Angeles,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2458,Monster Book Project,2560.0,monster-book-project,https://www.kickstarter.com/discover/categories/art/illustration,True,False,VA,1435686362,1.0,2560.0,domestic,,,,,US,Woodbridge,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2459,Great Hand-drawn Pet Portraits! (with Prints),504.0,perfect-pet-portrait-drawings-and-prints,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1436100981,1.0,504.0,domestic,,,,,US,Jacksonville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2460,AT-BT Vinyl Stickers (All Terrain Beats Transport),739.0,at-bt-vinyl-stickers-all-terrain-beats-transport,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1432763029,1.0,739.0,domestic,,,,,US,Sherman Oaks,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2461,"""Sasquatch Brigade"" Embroidered Patch Artist Merchandise",12675.0,sasquatch-brigade-embroidered-patch-artist-merchan,https://www.kickstarter.com/discover/categories/art/illustration,True,True,OH,1434136385,1.0,12675.0,domestic,,,,,US,Kent,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2462,Hip Hop Legends 'My Name Is' Print Collection.,2517.0,hip-hop-legends-my-name-is-print-collection,https://www.kickstarter.com/discover/categories/art/illustration,True,True,England,1434272296,1.57421561,3962.30069037,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2463,Microbiology Cards,56.0,microbiology-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1434295740,1.57421561,88.15607416,domestic,,,,,GB,Birmingham,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2464,Drawing for Dollars,151.0,drawing-for-dollars-0,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1434394623,1.0,151.0,domestic,,,,,US,Upland,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2465,Coloring With Coz,384.0,coloring-with-coz,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MN,1434582012,1.0,384.0,domestic,,,,,US,St. Paul,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2466,Perseverance - One Fantastic Venture,2800.0,perseverance-one-fantastic-venture,https://www.kickstarter.com/discover/categories/art/illustration,True,False,SD,1434504408,1.0,2800.0,domestic,,,,,US,Sioux Falls,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2467,$2 Original Illustrations,2346.0,2-original-illustrations-0,https://www.kickstarter.com/discover/categories/art/illustration,True,False,MI,1433687689,1.0,2346.0,domestic,,,,,US,Detroit,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2468,The Unofficial Underaged Crime Fighting Super-hero stickers,1015.0,the-unofficial-underaged-crime-fighting-super-hero,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WI,1434690012,1.0,1015.0,domestic,,,,,US,Milwaukee,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2469,"A Jamie Hayes coloring book entitled, ""Coloring with Jamie.""",6320.0,a-jamie-hayes-coloring-book-entitled-coloring-with,https://www.kickstarter.com/discover/categories/art/illustration,True,False,LA,1434640937,1.0,6320.0,domestic,,,,,US,New Orleans,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2470,Oliver Gets an Ice Cream Sundae! Vinyl Stickers,318.0,oliver-gets-an-ice-cream-sundae-vinyl-stickers,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OH,1433876783,1.0,318.0,domestic,,,,,US,Cincinnati,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2471,Dinosaur Galaxy trading cards,12201.0,dinosaur-galaxy-trading-cards,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1434072612,1.0,12201.0,domestic,,,,,US,Tallahassee,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2472,Ursula & Ariel/Flounder Sugar Skull Stickers & Prints,300.0,ursula-and-ariel-flounder-sugar-skull-stickers-and,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OK,1431904010,1.0,300.0,domestic,,,,,US,Tahlequah,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2473,Rebel Scrubbing Squadron Vinyl Stickers,183.0,rebel-scrubbing-squadron-vinyl-stickers,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1431407640,1.0,183.0,domestic,,,,,US,Sherman Oaks,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2474,"3 words, one drawing!",440.0,3-words-one-drawing,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1433407890,1.51409624,666.2023456000001,domestic,,,,,GB,Daventry,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2475,Drawing Devotionally Colouring In Book for Adults,4589.0,drawing-devotionally-colouring-in-book-for-adults,https://www.kickstarter.com/discover/categories/art/illustration,True,False,QLD,1433367104,0.78501439,3602.43103571,domestic,,,,,AU,Brisbane,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2476,Camberwell Illustration Show 2015,4747.0,camberwell-illustration-show-2015,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1431986413,1.51409624,7187.41485128,domestic,,,,,GB,Camberwell,Suburb,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2477,Original Animal Art For $1,578.0,original-animal-art-for-1,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OH,1432000751,1.0,578.0,domestic,,,,,US,Cincinnati,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2478,Original + Affordable Ink Art by my hand to yours!,436.0,original-affordable-ink-art-by-my-hand-to-yours,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1433720266,1.51858674,662.10381864,domestic,,,,,GB,Stoke-on-Trent,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2479,MiniLou—Creative Play for Kids,1035.0,miniloucreative-play-for-kids,https://www.kickstarter.com/discover/categories/art/illustration,True,True,UT,1434002413,1.0,1035.0,domestic,,,,,US,Salt Lake City,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2480,$5 Watercolor Postcard from the American West,216.0,5-watercolor-postcard-from-the-american-west,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CO,1433049877,1.0,216.0,domestic,,,,,US,Grand Junction,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2481,Wildlife & Nature Drawings Starting at $5!,622.0,glimpses-of-nature-original-drawings-starting-at-5,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NY,1433887498,1.0,622.0,domestic,,,,,US,South Westerlo,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2482,Pokemon Pen Drawings,103.0,pokemon-pen-drawings,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Scotland,1433952783,1.54501955,159.13701365,domestic,,,,,GB,Edinburgh,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2483,Let's make Haden Jack  Nimmer famous!,272.0,lets-make-haden-jack-nimmer-famous,https://www.kickstarter.com/discover/categories/art/illustration,True,False,WI,1435349516,1.0,272.0,domestic,,,,,US,Fond du Lac,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2484,Spooky Ghost Vinyl Sticker,548.0,spooky-ghost-vinyl-sticker,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1433005937,1.0,548.0,domestic,,,,,US,Ceres,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2485,Doodles for everyone,1718.0,doodles-for-everyone,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Vasterbotten,1434035756,0.11587998,199.08180564,domestic,,,,,SE,None,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2486,Foxhill Printmaker goes to Chicago!,4401.0,foxhill-printmaker-goes-to-chicago,https://www.kickstarter.com/discover/categories/art/illustration,True,False,IL,1431302411,1.0,4401.0,domestic,,,,,US,Chicago,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2487,Original Art! From 1 Dollar!,183.0,original-art-from-1-dollar,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NS,1432814343,0.82242794,150.50431302,domestic,,,,,CA,Halifax,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2488,The Prints of Peace: a coloring book for the soul,2520.0,the-prints-of-peace-a-coloring-book-for-the-soul,https://www.kickstarter.com/discover/categories/art/illustration,True,False,FL,1434137044,1.0,2520.0,domestic,,,,,US,Tallahassee,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2489,Help Open Studio Mama Wolf!,3026.0,studio-mama-wolf,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1432901630,1.5228697,4608.2037122,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2490,Life is a Carousel Artbook,2251.69,life-is-a-carousel-artbook,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1432482851,1.5228697,3429.030474793,domestic,,,,,GB,Greater Manchester,County,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2491,Poster of 'Lohari's spaceship Keliz (cross section)',2360.0,poster-of-loharis-spaceship-keliz-cross-section,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1433141942,1.0,2360.0,domestic,,,,,US,Placerville,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2492,Creating High Quality Art Prints from the Artist Herron,339.0,creating-high-quality-art-prints-from-the-artist-h,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NC,1433096337,1.0,339.0,domestic,,,,,US,Graham,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2493,"Cover Art for Justine Graykin's new book, ""Awake Chimera""",1066.0,cover-art-for-justine-graykins-new-book-awake-chim,https://www.kickstarter.com/discover/categories/art/illustration,True,False,NH,1433103444,1.0,1066.0,domestic,,,,,US,Concord,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2494,"Girls,girls,girls! 5 euro art sets.",425.0,more-affordable-art,https://www.kickstarter.com/discover/categories/art/illustration,True,False,South Holland,1433198312,1.12077468,476.329239,domestic,,,,,NL,Rotterdam,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2495,Zombie Bank Note Altered Art ONE of a KIND,235.0,zombie-bank-note-altered-art-one-of-a-kind,https://www.kickstarter.com/discover/categories/art/illustration,True,False,CA,1433208104,1.0,235.0,domestic,,,,,US,Fresno,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2496,Flying Pig Vinyl Sticker & Art Print,314.0,flying-pig-vinyl-sticker-and-art-print,https://www.kickstarter.com/discover/categories/art/illustration,True,False,OH,1430623327,1.0,314.0,domestic,,,,,US,Cincinnati,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2497,$1 Inked Illustrations,31.0,1-inked-illustrations,https://www.kickstarter.com/discover/categories/art/illustration,True,False,AR,1429742340,1.0,31.0,domestic,,,,,US,Hot Springs,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2498,Drawings and Arts,3713.0,1-drawings-and-arts,https://www.kickstarter.com/discover/categories/art/illustration,True,False,TX,1431675842,1.0,3713.0,domestic,,,,,US,Denton,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2499,Where's Cthulhu? Arkham Parade,1106.0,wheres-cthulhu-arkham-parade,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1431703397,1.46793516,1623.53628696,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2500,Pissed OFF Panda I HATE YOU Uncle Sam USA 4x3 Vinyl Sticker,452.0,pissed-off-panda-hates-you-4x3-vinyl-sticker,https://www.kickstarter.com/discover/categories/art/illustration,True,False,AZ,1430593212,1.0,452.0,domestic,,,,,US,Tucson,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2501,Animal Dreamers-Art Therapy Coloring Book For All Ages,560.0,animal-dreamers-art-therapy-coloring-book-for-all,https://www.kickstarter.com/discover/categories/art/illustration,True,False,England,1430926390,1.49685809,838.2405303999999,domestic,,,,,GB,London,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
2502,Illustration DJCAD Degree Show 2015,2506.0,illustration-djcad-degree-show-2015,https://www.kickstarter.com/discover/categories/art/illustration,True,False,Scotland,1432162740,1.49685809,3751.12637354,domestic,,,,,GB,Dundee,Town,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project?ref=category_newest,https://www.kickstarter.com/projects/690850738/the-curious-concepts-project/rewards
